pedido_id,data,categoria,produto,quantidade,preco_unitario
1039,2024-02-03,Móveis,Cadeira Ergonômica,1,932.37
1040,2024-02-04,Papelaria,Agenda,4,53.43
1041,2024-02-04,Móveis,Estante,5,483.66
1042,2024-02-05,Esportes,Bicicleta,1,1727.45
1043,2024-02-05,Esportes,Tênis de Corrida,4,416.27
1044,2024-02-05,Eletrônicos,Fone Bluetooth,1,239.02
1045,2024-02-05,Papelaria,Caderno,2,24.23
1046,2024-02-08,Móveis,Mesa de Escritório,2,733.39
1047,2024-02-08,Móveis,Cadeira Ergonômica,4,927.72
1048,2024-02-08,Eletrônicos,Notebook,5,3617.61
1049,2024-02-08,Eletrônicos,Notebook,2,3467.24
1050,2024-02-10,Esportes,Bicicleta,2,1778.22
1051,2024-02-10,Esportes,Tênis de Corrida,4,410.98
1052,2024-02-13,Móveis,Cadeira Ergonômica,3,874.59
1053,2024-02-13,Eletrônicos,Fone Bluetooth,5,239.02
1054,2024-02-13,Papelaria,Caderno,1,25.21
1055,2024-02-13,Móveis,Cadeira Ergonômica,5,862.21
1056,2024-02-14,Eletrônicos,Fone Bluetooth,2,247.59
1057,2024-02-17,Eletrônicos,Fone Bluetooth,1,247.98
1058,2024-02-17,Papelaria,Kit Canetas,2,40.68
1059,2024-02-19,Papelaria,Kit Canetas,2,40.69
1060,2024-02-19,Papelaria,Kit Canetas,3,41.72
1061,2024-02-20,Esportes,Halteres,5,157.44
1062,2024-02-21,Papelaria,Caderno,3,25.95
1063,2024-02-21,Móveis,Mesa de Escritório,3,724.33
1064,2024-02-24,Eletrônicos,Fone Bluetooth,5,244.98
1065,2024-02-24,Eletrônicos,Notebook,3,3365.4
1066,2024-02-24,Eletrônicos,Fone Bluetooth,5,241.39
1067,2024-02-26,Papelaria,Caderno,3,25.01
1068,2024-02-26,Papelaria,Caderno,1,25.34
1069,2024-02-28,Eletrônicos,Smartphone,2,2230.16
1070,2024-03-01,Esportes,Halteres,4,150.91
1071,2024-03-01,Eletrônicos,Notebook,2,3515.96
1072,2024-03-03,Esportes,Bicicleta,1,1765.49
1073,2024-03-03,Eletrônicos,Smartphone,2,2240.05
1074,2024-03-06,Papelaria,Agenda,4,57.61
1075,2024-03-09,Móveis,Cadeira Ergonômica,2,934.33
1076,2024-03-09,Eletrônicos,Notebook,3,3598.84
1077,2024-03-11,Papelaria,Caderno,1,24.71
1078,2024-03-11,Eletrônicos,Smartphone,2,2133.91
1079,2024-03-13,Papelaria,Caderno,2,23.81
1080,2024-03-13,Móveis,Mesa de Escritório,3,733.4
1081,2024-03-13,Eletrônicos,Smartphone,3,2231.13
1082,2024-03-15,Eletrônicos,Notebook,3,3387.5
1083,2024-03-15,Papelaria,Caderno,1,25.24
1084,2024-03-15,Papelaria,Agenda,3,54.65
1085,2024-03-18,Esportes,Halteres,2,146.32
1086,2024-03-21,Eletrônicos,Fone Bluetooth,5,254.67
1087,2024-03-21,Móveis,Mesa de Escritório,4,717.75
1088,2024-03-21,Papelaria,Agenda,3,55.9
1089,2024-03-21,Eletrônicos,Fone Bluetooth,3,250.18
1090,2024-03-24,Papelaria,Kit Canetas,3,40.22
1091,2024-03-24,Móveis,Mesa de Escritório,4,763.3
1092,2024-03-24,Móveis,Estante,5,470.45
1093,2024-03-24,Eletrônicos,Smartphone,3,2136.24
1094,2024-03-27,Esportes,Tênis de Corrida,4,427.38
1095,2024-03-27,Esportes,Halteres,2,152.38
1096,2024-03-27,Papelaria,Agenda,5,54.09
1097,2024-03-28,Móveis,Cadeira Ergonômica,2,857.2
1098,2024-03-28,Móveis,Mesa de Escritório,5,776.23
1099,2024-03-28,Eletrônicos,Smartphone,4,2284.95
1100,2024-03-31,Esportes,Tênis de Corrida,4,409.25
1101,2024-03-31,Eletrônicos,Notebook,4,3401.59
1102,2024-04-03,Eletrônicos,Fone Bluetooth,2,260.44
1103,2024-04-03,Eletrônicos,Smartphone,2,2266.31
1104,2024-04-03,Papelaria,Kit Canetas,5,41.26
1105,2024-04-03,Esportes,Halteres,4,155.96
1106,2024-04-06,Esportes,Tênis de Corrida,2,434.27
1107,2024-04-06,Papelaria,Agenda,4,55.7
1108,2024-04-06,Papelaria,Kit Canetas,1,40.85
1109,2024-04-06,Móveis,Mesa de Escritório,3,736.48
1110,2024-04-09,Móveis,Cadeira Ergonômica,2,889.47
1111,2024-04-10,Eletrônicos,Smartphone,4,2162.79
1112,2024-04-10,Esportes,Tênis de Corrida,1,407.69
1113,2024-04-12,Eletrônicos,Fone Bluetooth,4,249.42
1114,2024-04-12,Papelaria,Kit Canetas,4,41.41
1115,2024-04-12,Esportes,Halteres,5,154.5
1116,2024-04-12,Móveis,Mesa de Escritório,2,732.97
1117,2024-04-14,Esportes,Tênis de Corrida,4,429.42
1118,2024-04-16,Eletrônicos,Smartphone,5,2214.17
1119,2024-04-16,Eletrônicos,Notebook,4,3372.49
1120,2024-04-18,Eletrônicos,Smartphone,4,2162.02
1121,2024-04-18,Esportes,Tênis de Corrida,3,430.97
1122,2024-04-20,Esportes,Tênis de Corrida,1,418.75
1123,2024-04-20,Eletrônicos,Smartphone,2,2233.03
1124,2024-04-20,Eletrônicos,Notebook,2,3394.78
1125,2024-04-21,Móveis,Cadeira Ergonômica,4,915.25
1126,2024-04-21,Móveis,Mesa de Escritório,3,770.02
1127,2024-04-22,Móveis,Mesa de Escritório,1,755.9
1128,2024-04-24,Esportes,Halteres,2,143.64
1129,2024-04-24,Móveis,Cadeira Ergonômica,3,931.53
1130,2024-04-24,Eletrônicos,Fone Bluetooth,1,246.18
1131,2024-04-24,Esportes,Halteres,3,143.53
1132,2024-04-27,Eletrônicos,Smartphone,4,2113.22
1133,2024-04-27,Papelaria,Agenda,4,56.14
1134,2024-04-27,Esportes,Bicicleta,5,1883.79
1135,2024-04-29,Esportes,Tênis de Corrida,5,410.27
1136,2024-04-29,Móveis,Cadeira Ergonômica,3,934.35
1137,2024-04-29,Móveis,Mesa de Escritório,5,758.27
1138,2024-04-29,Esportes,Tênis de Corrida,1,419.76
1139,2024-05-01,Esportes,Bicicleta,3,1853.61
1140,2024-05-01,Papelaria,Kit Canetas,5,40.8
1141,2024-05-03,Móveis,Cadeira Ergonômica,2,919.81
1142,2024-05-05,Esportes,Halteres,4,149.22
1143,2024-05-05,Eletrônicos,Notebook,3,3402.56
1144,2024-05-08,Papelaria,Agenda,5,54.28
1145,2024-05-08,Papelaria,Kit Canetas,5,39.32
1146,2024-05-11,Papelaria,Kit Canetas,3,38.92
1147,2024-05-11,Móveis,Mesa de Escritório,1,768.22
1148,2024-05-11,Móveis,Cadeira Ergonômica,2,921.47
1149,2024-05-11,Papelaria,Agenda,5,57.62
1150,2024-05-14,Eletrônicos,Notebook,3,3404.62
1151,2024-05-14,Móveis,Mesa de Escritório,1,765.6
1152,2024-05-14,Móveis,Mesa de Escritório,1,785.57
1153,2024-05-17,Móveis,Estante,4,460.92
1154,2024-05-17,Eletrônicos,Fone Bluetooth,3,249.23
1155,2024-05-17,Esportes,Tênis de Corrida,2,439.55
1156,2024-05-19,Eletrônicos,Notebook,4,3497.11
1157,2024-05-19,Eletrônicos,Notebook,2,3608.9
1158,2024-05-19,Papelaria,Caderno,2,24.05
1159,2024-05-19,Esportes,Halteres,5,154.36
1160,2024-05-20,Esportes,Tênis de Corrida,3,435.13
1161,2024-05-20,Esportes,Tênis de Corrida,5,425.08
1162,2024-05-20,Eletrônicos,Notebook,2,3417.63
1163,2024-05-20,Eletrônicos,Notebook,2,3385.83
1164,2024-05-21,Eletrônicos,Smartphone,4,2241.66
1165,2024-05-21,Esportes,Tênis de Corrida,1,408.72
1166,2024-05-24,Esportes,Bicicleta,2,1876.3
1167,2024-05-24,Móveis,Mesa de Escritório,1,753.34
1168,2024-05-24,Móveis,Mesa de Escritório,2,717.86
1169,2024-05-25,Papelaria,Kit Canetas,1,39.87
1170,2024-05-25,Papelaria,Agenda,4,57.43
1171,2024-05-25,Esportes,Tênis de Corrida,1,424.12
1172,2024-05-27,Papelaria,Caderno,1,24.32
1173,2024-05-27,Eletrônicos,Fone Bluetooth,3,251.91
1174,2024-05-27,Móveis,Mesa de Escritório,5,761.36
1175,2024-05-29,Esportes,Halteres,4,157.04
1176,2024-05-29,Esportes,Tênis de Corrida,4,413.0
1177,2024-06-01,Móveis,Mesa de Escritório,4,764.53
1178,2024-06-03,Eletrônicos,Smartphone,1,2159.19
1179,2024-06-03,Papelaria,Caderno,4,25.91
1180,2024-06-03,Eletrônicos,Fone Bluetooth,5,249.05
1181,2024-06-03,Eletrônicos,Notebook,5,3451.62
1182,2024-06-05,Eletrônicos,Notebook,3,3517.23
1183,2024-06-05,Papelaria,Kit Canetas,4,38.49
1184,2024-06-05,Móveis,Estante,2,470.92
1185,2024-06-05,Eletrônicos,Fone Bluetooth,4,239.83
1186,2024-06-06,Eletrônicos,Fone Bluetooth,2,249.96
1187,2024-06-06,Papelaria,Agenda,3,54.54
1188,2024-06-06,Esportes,Tênis de Corrida,2,418.19
1189,2024-06-06,Móveis,Mesa de Escritório,2,781.64
1190,2024-06-09,Eletrônicos,Smartphone,4,2164.77
1191,2024-06-09,Papelaria,Caderno,3,25.57
1192,2024-06-12,Móveis,Mesa de Escritório,5,748.83
1193,2024-06-12,Papelaria,Agenda,5,54.32
1194,2024-06-12,Papelaria,Caderno,2,25.18
1195,2024-06-12,Móveis,Mesa de Escritório,1,736.36
1196,2024-06-14,Esportes,Halteres,2,149.93
1197,2024-06-14,Eletrônicos,Notebook,5,3662.87
1198,2024-06-14,Papelaria,Caderno,4,24.0
1199,2024-06-14,Esportes,Bicicleta,2,1783.8
1200,2024-06-17,Eletrônicos,Smartphone,3,2164.48
1201,2024-06-17,Esportes,Halteres,1,155.28
1202,2024-06-20,Papelaria,Agenda,4,57.05
1203,2024-06-20,Eletrônicos,Fone Bluetooth,1,243.37
1204,2024-06-20,Papelaria,Caderno,1,24.83
1205,2024-06-20,Eletrônicos,Fone Bluetooth,1,248.59
1206,2024-06-23,Eletrônicos,Notebook,3,3603.65
1207,2024-06-23,Papelaria,Kit Canetas,3,39.72
1208,2024-06-23,Móveis,Estante,4,483.16
1209,2024-06-24,Móveis,Cadeira Ergonômica,5,933.38
1210,2024-06-24,Móveis,Mesa de Escritório,5,723.23
1211,2024-06-26,Esportes,Tênis de Corrida,1,436.75
1212,2024-06-26,Esportes,Tênis de Corrida,5,405.63
1213,2024-06-26,Esportes,Tênis de Corrida,5,411.56
1214,2024-06-28,Esportes,Tênis de Corrida,2,440.97
1215,2024-06-28,Esportes,Bicicleta,2,1778.65
1216,2024-06-28,Papelaria,Agenda,3,57.71
1217,2024-06-30,Esportes,Tênis de Corrida,1,422.77
1218,2024-07-03,Esportes,Tênis de Corrida,2,424.5
1219,2024-07-05,Móveis,Estante,3,488.53
1220,2024-07-05,Móveis,Estante,1,499.36
1221,2024-07-08,Papelaria,Kit Canetas,1,40.32
1222,2024-07-11,Eletrônicos,Smartphone,3,2254.45
1223,2024-07-11,Móveis,Cadeira Ergonômica,2,925.79
1224,2024-07-13,Móveis,Mesa de Escritório,4,785.05
1225,2024-07-13,Papelaria,Agenda,3,56.67
1226,2024-07-13,Esportes,Bicicleta,2,1845.75
1227,2024-07-14,Papelaria,Caderno,4,23.78
1228,2024-07-14,Eletrônicos,Smartphone,3,2238.02
1229,2024-07-14,Papelaria,Agenda,4,56.77
1230,2024-07-14,Papelaria,Caderno,2,24.93
1231,2024-07-17,Móveis,Estante,1,486.5
1232,2024-07-17,Esportes,Halteres,3,152.24
1233,2024-07-17,Eletrônicos,Notebook,1,3656.19
1234,2024-07-19,Eletrônicos,Notebook,2,3635.54
1235,2024-07-19,Móveis,Mesa de Escritório,4,740.33
1236,2024-07-19,Esportes,Halteres,2,155.78
1237,2024-07-19,Eletrônicos,Smartphone,5,2179.79
1238,2024-07-21,Papelaria,Caderno,4,24.86
1239,2024-07-22,Eletrônicos,Fone Bluetooth,3,251.11
1240,2024-07-22,Papelaria,Caderno,4,24.44
1241,2024-07-22,Eletrônicos,Smartphone,1,2235.81
1242,2024-07-25,Eletrônicos,Smartphone,2,2307.54
1243,2024-07-28,Eletrônicos,Fone Bluetooth,2,252.16
1244,2024-07-28,Móveis,Mesa de Escritório,2,771.65
1245,2024-07-31,Papelaria,Caderno,2,25.1
1246,2024-08-01,Eletrônicos,Notebook,1,3450.38
1247,2024-08-02,Eletrônicos,Notebook,3,3343.34
1248,2024-08-02,Esportes,Halteres,1,153.68
1249,2024-08-02,Esportes,Tênis de Corrida,3,420.56
1250,2024-08-03,Móveis,Estante,1,490.91
1251,2024-08-03,Papelaria,Kit Canetas,1,38.24
1252,2024-08-03,Esportes,Tênis de Corrida,4,427.82
1253,2024-08-03,Esportes,Halteres,4,143.6
1254,2024-08-04,Móveis,Cadeira Ergonômica,2,879.75
1255,2024-08-04,Papelaria,Kit Canetas,5,40.12
1256,2024-08-04,Esportes,Halteres,5,148.95
1257,2024-08-07,Móveis,Mesa de Escritório,4,779.11
1258,2024-08-09,Esportes,Tênis de Corrida,4,429.64
1259,2024-08-09,Papelaria,Kit Canetas,3,40.66
1260,2024-08-09,Papelaria,Caderno,4,23.92
1261,2024-08-10,Esportes,Bicicleta,3,1856.12
1262,2024-08-13,Papelaria,Agenda,1,54.51
1263,2024-08-16,Eletrônicos,Smartphone,5,2158.74
1264,2024-08-16,Eletrônicos,Fone Bluetooth,5,242.82
1265,2024-08-16,Esportes,Bicicleta,1,1773.02
1266,2024-08-16,Papelaria,Caderno,3,25.19
1267,2024-08-18,Papelaria,Caderno,2,24.43
1268,2024-08-20,Papelaria,Caderno,2,25.92
1269,2024-08-20,Esportes,Bicicleta,2,1843.37
1270,2024-08-20,Eletrônicos,Notebook,5,3400.3
1271,2024-08-22,Papelaria,Caderno,3,24.53
1272,2024-08-22,Papelaria,Agenda,5,52.72
1273,2024-08-22,Eletrônicos,Notebook,2,3589.05
1274,2024-08-22,Eletrônicos,Fone Bluetooth,1,244.3
1275,2024-08-25,Esportes,Halteres,4,148.71
1276,2024-08-25,Móveis,Estante,1,472.57
1277,2024-08-25,Eletrônicos,Smartphone,5,2197.06
1278,2024-08-25,Papelaria,Caderno,2,24.74
1279,2024-08-28,Eletrônicos,Notebook,3,3655.86
1280,2024-08-29,Papelaria,Kit Canetas,1,38.03
1281,2024-08-29,Esportes,Bicicleta,2,1778.44
1282,2024-08-29,Móveis,Estante,5,496.0
1283,2024-08-31,Esportes,Halteres,1,149.04
1284,2024-09-02,Papelaria,Agenda,4,55.4
1285,2024-09-05,Papelaria,Caderno,4,23.8
1286,2024-09-05,Papelaria,Caderno,5,24.9
1287,2024-09-05,Papelaria,Caderno,4,25.86
1288,2024-09-05,Móveis,Mesa de Escritório,5,742.53
1289,2024-09-06,Papelaria,Agenda,3,53.47
1290,2024-09-06,Móveis,Cadeira Ergonômica,5,911.99
1291,2024-09-06,Móveis,Mesa de Escritório,3,767.05
1292,2024-09-06,Móveis,Cadeira Ergonômica,1,868.18
1293,2024-09-07,Móveis,Estante,1,464.5
1294,2024-09-07,Esportes,Tênis de Corrida,5,430.91
1295,2024-09-09,Papelaria,Caderno,4,23.92
1296,2024-09-09,Esportes,Halteres,3,154.44
1297,2024-09-09,Eletrônicos,Smartphone,5,2106.32
1298,2024-09-11,Eletrônicos,Notebook,3,3616.09
1299,2024-09-11,Eletrônicos,Fone Bluetooth,1,252.88
1300,2024-09-11,Esportes,Tênis de Corrida,5,422.28
1301,2024-09-11,Eletrônicos,Smartphone,5,2233.4
1302,2024-09-13,Móveis,Cadeira Ergonômica,4,864.32
1303,2024-09-13,Papelaria,Agenda,1,55.03
1304,2024-09-13,Móveis,Cadeira Ergonômica,2,918.69
1305,2024-09-13,Esportes,Halteres,5,151.65
1306,2024-09-15,Papelaria,Kit Canetas,4,41.1
1307,2024-09-15,Eletrônicos,Fone Bluetooth,3,239.15
1308,2024-09-15,Eletrônicos,Fone Bluetooth,4,244.6
1309,2024-09-18,Papelaria,Caderno,5,25.41
1310,2024-09-18,Papelaria,Kit Canetas,4,38.52
1311,2024-09-21,Papelaria,Agenda,4,55.79
1312,2024-09-23,Eletrônicos,Fone Bluetooth,4,250.21
1313,2024-09-23,Eletrônicos,Smartphone,3,2129.66
1314,2024-09-24,Esportes,Bicicleta,2,1890.0
1315,2024-09-24,Móveis,Cadeira Ergonômica,3,931.0
1316,2024-09-24,Eletrônicos,Fone Bluetooth,5,258.38
1317,2024-09-27,Papelaria,Agenda,2,55.53
1318,2024-09-28,Móveis,Estante,5,494.83
1319,2024-09-28,Móveis,Estante,4,458.1
1320,2024-09-30,Esportes,Halteres,3,153.79
1321,2024-09-30,Esportes,Bicicleta,5,1753.05
1322,2024-10-02,Papelaria,Agenda,5,57.66
1323,2024-10-02,Esportes,Tênis de Corrida,4,420.12
1324,2024-10-04,Móveis,Estante,2,497.9
1325,2024-10-04,Eletrônicos,Fone Bluetooth,4,259.35
1326,2024-10-07,Eletrônicos,Smartphone,1,2257.89
1327,2024-10-09,Móveis,Mesa de Escritório,1,783.48
1328,2024-10-09,Móveis,Mesa de Escritório,3,782.29
1329,2024-10-09,Esportes,Bicicleta,4,1800.36
1330,2024-10-09,Móveis,Mesa de Escritório,1,740.62
1331,2024-10-10,Eletrônicos,Fone Bluetooth,3,257.28
1332,2024-10-10,Móveis,Cadeira Ergonômica,3,937.57
1333,2024-10-10,Esportes,Halteres,2,153.88
1334,2024-10-12,Eletrônicos,Notebook,1,3414.57
1335,2024-10-12,Móveis,Estante,5,481.33
1336,2024-10-12,Eletrônicos,Smartphone,2,2156.25
1337,2024-10-12,Eletrônicos,Notebook,4,3548.63
1338,2024-10-15,Eletrônicos,Notebook,4,3533.86
1339,2024-10-15,Eletrônicos,Fone Bluetooth,5,251.88
1340,2024-10-15,Móveis,Mesa de Escritório,4,712.62
1341,2024-10-15,Papelaria,Caderno,5,24.79
1342,2024-10-18,Papelaria,Caderno,5,25.11
1343,2024-10-21,Esportes,Tênis de Corrida,1,425.7
1344,2024-10-23,Eletrônicos,Smartphone,1,2165.86
1345,2024-10-23,Eletrônicos,Fone Bluetooth,3,240.84
1346,2024-10-23,Papelaria,Agenda,3,56.72
1347,2024-10-24,Esportes,Halteres,2,154.67
1348,2024-10-24,Eletrônicos,Fone Bluetooth,4,238.42
1349,2024-10-24,Móveis,Cadeira Ergonômica,2,934.72
1350,2024-10-24,Papelaria,Kit Canetas,5,39.59
1351,2024-10-27,Papelaria,Caderno,2,24.47
1352,2024-10-27,Eletrônicos,Fone Bluetooth,3,244.33
1353,2024-10-27,Papelaria,Kit Canetas,4,40.97
1354,2024-10-27,Esportes,Tênis de Corrida,2,419.84
1355,2024-10-29,Papelaria,Caderno,4,23.95
1356,2024-10-29,Móveis,Estante,3,471.42
1357,2024-10-29,Eletrônicos,Smartphone,3,2157.43
1358,2024-11-01,Móveis,Estante,6,477.46
1359,2024-11-01,Papelaria,Agenda,6,55.77
1360,2024-11-01,Eletrônicos,Notebook,6,3504.58
1361,2024-11-01,Móveis,Cadeira Ergonômica,5,858.13
1362,2024-11-02,Papelaria,Kit Canetas,4,40.42
1363,2024-11-02,Esportes,Tênis de Corrida,6,431.05
1364,2024-11-05,Papelaria,Kit Canetas,5,39.0
1365,2024-11-05,Eletrônicos,Notebook,5,3506.21
1366,2024-11-08,Papelaria,Kit Canetas,5,41.99
1367,2024-11-10,Móveis,Cadeira Ergonômica,2,895.68
1368,2024-11-10,Esportes,Bicicleta,5,1837.72
1369,2024-11-10,Papelaria,Kit Canetas,3,41.17
1370,2024-11-10,Móveis,Cadeira Ergonômica,3,876.31
1371,2024-11-12,Papelaria,Agenda,7,54.82
1372,2024-11-15,Eletrônicos,Notebook,6,3674.86
1373,2024-11-15,Esportes,Halteres,7,154.85
1374,2024-11-16,Papelaria,Agenda,4,54.81
1375,2024-11-16,Papelaria,Caderno,6,25.67
1376,2024-11-17,Eletrônicos,Notebook,6,3431.44
1377,2024-11-17,Móveis,Mesa de Escritório,4,783.56
1378,2024-11-17,Papelaria,Caderno,4,25.34
1379,2024-11-17,Papelaria,Caderno,3,25.01
1380,2024-11-18,Móveis,Estante,7,496.44
1381,2024-11-18,Eletrônicos,Notebook,1,3656.99
1382,2024-11-21,Móveis,Estante,4,479.91
1383,2024-11-21,Papelaria,Agenda,6,53.6
1384,2024-11-21,Esportes,Tênis de Corrida,4,427.92
1385,2024-11-22,Esportes,Tênis de Corrida,5,413.29
1386,2024-11-22,Móveis,Mesa de Escritório,5,785.65
1387,2024-11-22,Móveis,Mesa de Escritório,5,736.43
1388,2024-11-22,Esportes,Bicicleta,6,1754.63
1389,2024-11-23,Papelaria,Kit Canetas,8,38.99
1390,2024-11-24,Papelaria,Caderno,5,26.24
1391,2024-11-24,Esportes,Tênis de Corrida,6,399.97
1392,2024-11-24,Esportes,Halteres,5,145.73
1393,2024-11-26,Eletrônicos,Smartphone,7,2152.86
1394,2024-11-27,Esportes,Bicicleta,5,1847.49
1395,2024-11-29,Esportes,Bicicleta,6,1775.25
1396,2024-12-01,Esportes,Halteres,6,154.88
1397,2024-12-04,Móveis,Cadeira Ergonômica,6,926.54
1398,2024-12-06,Móveis,Cadeira Ergonômica,8,900.01
1399,2024-12-06,Eletrônicos,Notebook,4,3606.39
1400,2024-12-06,Esportes,Bicicleta,6,1769.03
1401,2024-12-09,Móveis,Mesa de Escritório,7,757.03
1402,2024-12-09,Esportes,Halteres,7,149.62
1403,2024-12-09,Eletrônicos,Smartphone,3,2305.58
1404,2024-12-12,Eletrônicos,Fone Bluetooth,6,261.68
1405,2024-12-12,Móveis,Estante,4,464.18
1406,2024-12-12,Esportes,Bicicleta,2,1813.06
1407,2024-12-15,Móveis,Cadeira Ergonômica,6,892.69
1408,2024-12-17,Esportes,Halteres,8,155.59
1409,2024-12-17,Eletrônicos,Fone Bluetooth,3,251.52
1410,2024-12-20,Esportes,Tênis de Corrida,5,437.31
1411,2024-12-20,Papelaria,Agenda,5,55.61
1412,2024-12-20,Móveis,Cadeira Ergonômica,5,875.24
1413,2024-12-20,Papelaria,Kit Canetas,5,39.27
1414,2024-12-22,Papelaria,Caderno,8,25.99
1415,2024-12-22,Esportes,Tênis de Corrida,4,400.77
1416,2024-12-22,Eletrônicos,Smartphone,6,2254.41
1417,2024-12-23,Papelaria,Agenda,4,52.85
1418,2024-12-23,Móveis,Cadeira Ergonômica,2,912.42
1419,2024-12-24,Esportes,Tênis de Corrida,4,427.61
1420,2024-12-25,Móveis,Mesa de Escritório,7,761.29
1421,2024-12-27,Papelaria,Agenda,1,55.84
1422,2024-12-27,Móveis,Estante,2,476.06
1423,2024-12-27,Móveis,Cadeira Ergonômica,7,871.77
1424,2024-12-30,Eletrônicos,Notebook,3,3649.96
1425,2024-12-30,Papelaria,Kit Canetas,7,41.56
1426,2024-12-30,Móveis,Estante,6,465.25
1427,2024-12-31,Móveis,Estante,6,490.49
1428,2024-12-31,Eletrônicos,Fone Bluetooth,5,251.69
1429,2024-12-31,Móveis,Cadeira Ergonômica,8,929.43
1430,2025-01-03,Eletrônicos,Smartphone,1,2130.65
1431,2025-01-03,Móveis,Mesa de Escritório,3,782.69
1432,2025-01-03,Eletrônicos,Smartphone,4,2141.81
1433,2025-01-05,Papelaria,Agenda,5,52.31
1434,2025-01-05,Papelaria,Agenda,2,52.59
1435,2025-01-05,Eletrônicos,Smartphone,3,2125.14
1436,2025-01-08,Eletrônicos,Fone Bluetooth,3,246.69
1437,2025-01-08,Móveis,Cadeira Ergonômica,2,898.04
1438,2025-01-08,Esportes,Halteres,5,148.1
1439,2025-01-11,Móveis,Cadeira Ergonômica,5,933.58
1440,2025-01-11,Eletrônicos,Fone Bluetooth,4,250.7
1441,2025-01-11,Papelaria,Caderno,5,24.03
1442,2025-01-11,Móveis,Estante,5,463.19
1443,2025-01-13,Eletrônicos,Fone Bluetooth,2,255.42
1444,2025-01-13,Esportes,Bicicleta,5,1790.19
1445,2025-01-13,Eletrônicos,Smartphone,2,2202.91
1446,2025-01-13,Esportes,Halteres,1,150.88
1447,2025-01-16,Eletrônicos,Smartphone,3,2269.62
1448,2025-01-16,Móveis,Estante,1,458.17
1449,2025-01-16,Papelaria,Agenda,1,55.23
1450,2025-01-17,Esportes,Bicicleta,3,1783.6
1451,2025-01-18,Papelaria,Kit Canetas,4,41.48
1452,2025-01-18,Esportes,Tênis de Corrida,1,427.67
1453,2025-01-18,Móveis,Estante,3,461.69
1454,2025-01-18,Esportes,Halteres,2,153.42
1455,2025-01-19,Eletrônicos,Smartphone,4,2238.17
1456,2025-01-22,Esportes,Bicicleta,2,1792.91
1457,2025-01-22,Móveis,Mesa de Escritório,2,782.81
1458,2025-01-22,Eletrônicos,Notebook,4,3540.22
1459,2025-01-22,Eletrônicos,Notebook,2,3348.55
1460,2025-01-25,Esportes,Halteres,1,146.17
1461,2025-01-26,Esportes,Bicicleta,5,1749.11
1462,2025-01-26,Eletrônicos,Notebook,5,3672.72
1463,2025-01-26,Móveis,Estante,5,471.31
1464,2025-01-26,Papelaria,Caderno,3,25.94
1465,2025-01-29,Esportes,Tênis de Corrida,3,401.56
1466,2025-01-29,Móveis,Estante,4,482.68
1467,2025-01-30,Esportes,Halteres,3,152.94
1468,2025-01-30,Esportes,Bicicleta,3,1777.76
1469,2025-01-30,Esportes,Bicicleta,2,1764.13
1470,2025-02-02,Esportes,Bicicleta,5,1784.28
